reseñas_humanas,nombre_producto,categoria_producto,longitud,idioma_original,idioma,IA,tipo
Excelentes luces solares. Yo las he instalado en el balcón y las tengo en modo de sensor de movimiento. Funcionan perfectamente y emiten una luz intensa.,"        OUILA Luz Solar Exterior, 【4 Paquete】 185 LED/3 Modos Focos Solares Exterior con Sensor de Movimiento, 2200mAH IP65 Impermeable Lamparas Exterior para Jardín, Garaje, Calle, Patio, Caminos       ",Iluminación,139,it,es,0,mediana
Muy buen producto. Fácil de instalar. Calidad precio insuperable. Lo recomiendo.,"        OUILA Luz Solar Exterior, 【4 Paquete】 185 LED/3 Modos Focos Solares Exterior con Sensor de Movimiento, 2200mAH IP65 Impermeable Lamparas Exterior para Jardín, Garaje, Calle, Patio, Caminos       ",Iluminación,79,fr,es,0,pequeña
Las lámparas han sido colocadas ¡y no funcionan!,"        OUILA Luz Solar Exterior, 【4 Paquete】 185 LED/3 Modos Focos Solares Exterior con Sensor de Movimiento, 2200mAH IP65 Impermeable Lamparas Exterior para Jardín, Garaje, Calle, Patio, Caminos       ",Iluminación,52,fr,es,0,pequeña
"Me han resultado muy fáciles de enlazar, cosa que no había conseguido con otra más cara de otra marca. A través de la app puede configurarse para cambiar de color o incluso programarla para que se encienda sola si no estás en casa.Lo que menos me ha gustado es que es de una eficiencia energética F, que no entiendo hoy en día como no las hacen mejores en ese sentido.En general muy buena y sin complicaciones.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,410,es,es,0,grande
"Las bombillas están muy bien, son de buena calidad y se instalan muy fácilmente, pero es verdad que iluminan más bien poco.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,123,es,es,0,pequeña
"¡La bombilla TP-Link Tapo L530E es una pasada! Por un precio de risa, te llevas a casa una bombilla LED inteligente que no solo te ofrece un espectro de colores para ambientar cualquier espacio como te dé la gana, sino que también te permite jugar con la intensidad de la luz a tu antojo. Vamos, que puedes crear el ambiente perfecto para cualquier ocasión sin moverte del sofá. Y si eres de los que no pueden vivir sin Alexa, la vas a flipar con lo fácil que es sincronizar esta bombilla con ella; un par de clics y ya está, como por arte de magia. La app de TAPO es otro puntazo, intuitiva y sin complicaciones, todo fluye. De verdad, le doy un rotundo 10.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,658,es,es,0,grande
"Es una bombilla wifi como otras pero incorpora algunas funciones muy novedosas, entre ellas el poder poner un modo fuera de casa, que enciende y apaga la luz aleatoriamente para dar sensación de presencia.Se conecta a Alexa y Google y puedes decir por voz la luminosidad los colores la calidez, etc.El modo estándar es una luz semicálida que da muy buen ambiente en un salón.Y por calidad-precio es sin duda de las mejores","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,422,es,es,0,grande
"Una compra de la que no me arrepiento. Funcionan muy bien, dan un ambiente muy chill en la casa, con una gama amplia de colores, incluso puedes personalizar. La aplicación es muy buena. Si tienes Alexa es una muy buena combinación.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,231,es,es,0,mediana
"Algo más lioso de configurar estas dos bombillas que las de luz blanca Philips Hue, porque van por WiFi en vez de por Bluetooth, pero finalmente están funcionando.Aunque se desconfiguran a veces ellas solas en la app de Alexa y en la app de Tappo, teniendo que realizar todos los pasos desde el principio para volverlas a configurar y conectar…Estoy un poco harto de hacer esto…","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,378,es,es,0,grande
"Sin duda alguna, la mejor marca de bombillas inteligentes, se conecta casi solos y no dan ningún tipo de problema. La mejor marca para hogar inteligente.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,153,es,es,0,mediana
"Excelente producto, conforme a la descripción. Lo recomiendo altamente.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,69,fr,es,0,pequeña
"Esta es la segunda compra de un bombillo inteligente Tapo, tan sencillo de configurar y crear un horario diario para encender y apagar las luces a una hora específica cada día.","        TP-Link Tapo L530E , Bombilla LED inteligente Wi-Fi, multicolor, regulable, E27, 8.3 W 806 lm, compatible con Alexa y Google Home, 2 Unidad ( Paquete de 1)       ",Iluminación,157,en,es,0,mediana
"Es justo lo que necesitaba, está funcionando excelente, las luces son muy brillantes le dan el toque genial a mi habitación, tiene timer y se encienden también con los sonidos, el adhesivo es muy resistente lo recomiendo!! Alta calidad a buen precio 👍☺️","        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,253,es,es,0,mediana
"Fäcil de colocar y usar. Perfecta para la habitación de mi hijo, queda escondida tras la escayola perimetral. El mando a distancia muy intuitivo, tiene muchas funciones, intensidades, acoplamiento a la música. No ha traido ningún fallo de luces de momento. Bastante conforme con este producto.","        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,293,es,es,0,grande
"Estamos super contentos con la compra. El adhesivo que trae es muy resistente. Lo tenemos colocado en el borde de una mesa con las esquinas dobladas y la verdad que no hace ni el gestos de despegarse.El mando que trae tiene muchas funciones y aún puedes estar a distancia del receptor.Los colores son lo mejor, colores vividos. La verdad si lo pones a tope tiene bastante intensidad.Lo tenemos encendido durante bastantes horas al día y genial.Tras un mes de prueba puedo decir que es muy buena compra y que compraremos más.","        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,524,es,es,0,grande
El producto se ajusta a la descripción y cumple su función. Proporciona una luz agradable en la habitación de m hijo adolescente.,"        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,129,es,es,0,mediana
"Estas luces led son maravillosas. Para debajo de la cama, las esquinas de la habitación, detrás de la televisión, etc. Estas luces sirven para absolutamente todo. Sus cambio de color con difuminado hacen que el cambio no sea tan brusco; el mando es práctico e intuitivo y su adhesivo no se suelta ni con agua.Pros:  - Son perfectas para todo lo que se te pueda imaginarContras:  - No se quitar el temporizador, pero eso se aprende y se acabaron los problemas.Si estas buscando unas luces led para algo, estas son las indicadas.","        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,527,es,es,0,grande
"Excelente producto con muy buena calidad y fácil instalación, cuenta con la app que hace tener el control de las luces desde el móvil a más comodidad, buena calidad y precio en este producto.100% recomendable","        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,208,es,es,0,mediana
He comprado la tira de luces LED para mi habitación. Funciona bien y reacciona a la música. Tiene muchos colores y se puede controlar la luminosidad. ¡MEJOR COMPRA!,"        Beaeet Luces Led Habitacion 10 Metros,Tiras Led RGB 5050 Luces Led Habitación, Control con App y Mando a Distancia,16 Millones de Colores y Música Modos,Perfecta para Decoración Navidad, Fiesta       ",Iluminación,163,de,es,0,mediana
Pues han sido un acierto total. Detectan perfecto la luz/oscuridad y se prenden perfecto. Lucen con distintas intensidades. Son compactas y resistentes. Encantada con la compra despues de 9 meses de uso diario. Son de calidad y fiables.,"        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,236,es,es,0,mediana
"La conectas a cualquier enchufe de la casa y tienes una luz pasiva .Yo la utilizo en la habitación para vigilar a nuestro bebé y levantarnos por las noches sin encender luces aparatosas pero sirve para cualquier estancia.Ves bien y sin necesidad de tener que encender lámparas o focos que os deslumbran.Tienen modo fijo o automático que va con sensor de luminosodad automático, es decir se encienden solas cuando hay poca luz ,lo que las hace realmente cómodas.Vienen dos.La verdad que muy contento .Pondría una en cada habitación. No molesta para nada para dormir.","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,565,es,es,0,grande
"El producto cumple su funcion perfectamente, es comodo ilumina mucho en su posicion maxima e incluso en la minima queda una luz muy buena.Unicamente le pongo 4 estrellas porque a fecha de escribir esta opinion, el sensor de luminosidad de uno de los dos productos comprados ha dejado de funcionar. Es normal que pueda ser un fallo de fabricacion, pero ahora hay que ver como responde el proveedor ante la garantia","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,413,es,es,0,grande
Pequeña y regulable. La utilizo para las noches ya que tengo un bebe que hace lactancia materna y necesito algo se luz. La tengo al fondo de la habitación y da la luz tenue suficiente para dormir y para verlo. Tiene un sensor que se enciende cuando oscurece. Me parece un productazo.,"        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,283,es,es,0,mediana
"Tengo como 12 repartidas por toda la casa, para una persona muy mayor que se desorienta en la oscuridad. No alumbran en exceso pero dan ese punto de claridad para poder hacer las cosas sin necesidad de dar la luz de las habitaciones, que además siempre se quedaban encendidas. Tiene distintas regulaciones (muy sutiles) y detección de luz para encenderse cuando haya más oscuridad y apagarse de día. Es super pequeñito. MUY RECOMENDABLE.","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,437,es,es,0,grande
"Compré un par, tenemos una para cada lado de la cama como luz auxiliar para no encender la luz principal a media noche. Usamos solo el modo encender-apagar, aunque tiene un modo en el cual se enciende y apaga sola en función de la luz que hay en la habitación. En relación a la intensidad de la luz, que puedes escoger entre 4-5 intensidades distintas, para el uso que le damos nosotros nos es suficiente.","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,405,es,es,0,grande
Está bien ! Funciona correctamente! Lo que me hubiera gustado que tuviera una posición con menos iluminación de las que tiene.,"        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,126,es,es,0,pequeña
Quede encantada con la compra. Tengo un bebé de 3 meses y las uso todas las noches. Tienen varias modalidades de intensidad. La carga usb una maravilla y la batería dura más que suficiente para varias noches.,"        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,208,es,es,0,mediana
"La luz nocturna es genial. La uso en el pasillo y el baño para no tener que encender la luz del techo por la noche. Es económica, se enciende de forma fiable cuando está lo suficientemente oscuro y emite una luz agradable.","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,221,de,es,0,mediana
"El luz nocturna Suright con sensor de movimiento es realmente una excelente adición a mi hogar. La posibilidad de elegir entre cinco niveles de brillo ofrece una gran flexibilidad según las necesidades. La detección de movimiento funciona perfectamente y enciende la luz automáticamente cuando es necesario, ideal para los caminos nocturnos. La carga a través de Tipo C es sencilla y las luces están listas para usar rápidamente. ¡Un producto bien pensado y útil que recomendaría a cualquiera!","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,475,de,es,0,grande
He comprado estas lámparas de noche hace al menos un año. Funcionan perfectamente en modo automático o con brillo ajustable. Conecto una en modo automático en la cocina para mi gatita y la otra en un pasillo. Volvería a comprarlas.,"        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,225,fr,es,0,mediana
"Diseño simple y lineal, con líneas redondeadas, elegante sobre todo con las luces encendidas. Estructura ligera pero suficientemente rígida. Luz cálida y suave, cuya intensidad se puede ajustar en varios niveles, para elegir el más adecuado a sus necesidades. La usabilidad podría mejorarse si el interruptor de funciones (encendido, apagado, automático) fuera un poco más grande y los textos relacionados (color blanco sobre fondo blanco, ligeramente en relieve) fueran más visibles.","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,498,it,es,0,grande
"Compré 4 paquetes de estos. Esto hace un total de 8 dispositivos. Al principio funcionaban bien. Después de unos meses, casi todos murieron. La batería es el mayor problema. Puedes cargarla, pero pierde energía después de unos minutos. Además, la potencia de iluminación es diferente en cada uno. Incluso en los primeros días, era evidente que uno de ellos es súper brillante, uno está bien, ¡pero la mayoría son apenas visibles! Esto no cambia sin importar cuánto los cargues. ¡Así que mantente alejado de estos dispositivos para ahorrar tu dinero!","        Luz Nocturna Infantil, 2 Piezas Luz Nocturna con Luz Sensor 5 Niveles de Brillo 3 Modos de Iluminación, Luz Noche LED Enchufe para Habitación Bebé, Pasillos, Dormitorio, Sala, Cocinas, Blanca Cálida       ",Iluminación,527,en,es,0,grande
"He comprado a Amazón 5 tipos de apliques nuevos, (entre ellos, el de este modelo) a resultas de una pequeña reforma en casa. Todos han quedado perfectos, he incluso tanto el instalador como el encargado de la reforma han quedado sorprendidos muy positivamente de su luz, su diseño y de su adaptación al entorno y a la ubicación. Falta ver, con los años, el resultado. Dado que Amazón me pide una reseña para cada una de mis compras, a fin de economizar tiempo y esfuerzo, copiaré esta reseña en cada uno de los modelos de aplique adquiridos.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,541,es,es,0,grande
Buen producto y facil de instalar. No pesa para el tamaño que tiene y queda pegadito al techo.,"        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,94,es,es,0,pequeña
"Sorprendente por ese precio, fácil de instalar, buena luz.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,58,es,es,0,pequeña
"He sustituido 2 lámparas fluorescentes antiguos no led ,  por los 2 plafones led ,el cambio ha sido genial , dan una muy buena iluminación, parece de día, me ha encantado ,instalación fácil no le doy 5 estrellas por la dificultad de desenroscar pantalla que va un poco dura, y una vez fijado al techo la base cuesta un poco volver a colocar pantalla porque no ves donde has de encajar primeramente, antes de girar para fijar.Una vez conseguido poner pantalla muy contenta con la iluminación.Espero duren las horas que aseguran , duración de momento no la puedo valorar.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,569,es,es,0,grande
"Cumple su función. Faltará saber la durabilidad, buena relación calidad/precio.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,79,es,es,0,pequeña
"Muy luminoso. El aspecto exterior es elegante, espero que me dure mucho. No pesa prácticamente nada, lo que facilita poder instalarlo en falsos techos.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,151,es,es,0,mediana
"Hace una luz espectacular blanca para mí mama q no ve bien le va genial, es ideal y queda súper bonita en la habitación queda muy pegada al techo y me gusta pq se ve muy bonita.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,177,es,es,0,mediana
"Lo usé para cambiar los fluorescentes de la cocina y queda genial, pero....El cable sale hacia un lado, por lo que el agujero de donde salen los cables va a verse, y el plafón separa 2 o 3 centímetros del techo, por lo que hay que tenerlo en cuenta o se verá.No se porqué los fabricantes no tienen en cuenta estos temas, pues no es el único.Salvando ese problema, me parece una compra magnífica por ese precio.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,410,es,es,0,grande
"Excelente iluminación en luz fría a un precio muy bueno, definitivamente voy a recomendarla. La instalación fue muy rápida y sencilla.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,119,fr,es,0,pequeña
"El producto es bueno, emite una luz bonita y es muy ligero. Sin embargo, solo le doy 3 estrellas porque el montaje no es muy cómodo, no hay abrazaderas para conectar los cables y el sistema de enganche no es tan práctico.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,199,it,es,0,mediana
"Excelente compra, ligero... cierto que también es un aplique de plástico, pero lo he instalado en el techo del baño y tiene un impacto visual y una iluminación excelente. Fácil de instalar y parece resistente... por ahora...","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,222,it,es,0,mediana
"Es muy potente y consume poco, la luz es un término medio entre el calor y el frío, creo que en ambientes con paredes oscuras puede alcanzar su máximo rendimiento, pero esto es subjetivo.","        M LEDME - Plafon LED Techo 15W, Lámpara Techo para Baño IP44, 1.500 lúmenes, Color Luz Fría (6000K) para Baño, Cocina, Balcón       ",Iluminación,198,it,es,0,mediana
De momento funcionan muy bien y son preciosas encendidas y apagadas,"        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,67,es,es,0,pequeña
Quedan muy bien y tienen un tamaño medio. Además incluye por si deseas usarlas por USB. Dan luz ambiente y queda bonito.,"        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,120,es,es,0,pequeña
"Me relaja y da buen rollo estar viendo la Luz sin que te acribillen los mosquitos.Yo la tengo en on todo el día y cuando se hace de noche sale enciende sola y me olvido! Pedi una para probar y pedi otra para otra zona.No da mucha luz pero si la siguiente para estar fuera relajado y disfrutando del verano y lo bueno que tiene diferentes opciones se queda fija, parpadea ...la podré dejar y utilizar en navidad 🎄","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,412,es,es,0,grande
Son mini bombillas parecen grandes pero no son pero hacen la función cargan bien y queda bonito el balcón lo cual tuvimos que comprar más parecen como luces de navidad,"        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,167,es,es,0,mediana
"He repetido la clmora, duran años y funcionan muy bien","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,54,es,es,0,pequeña
"Las compre con intención de decorar un arbol que tengo en la entrada de mi casa. Queria que se autoalimentaran con la pequeña placa solar que tiene. La pila que lleva de serie de Ni-MH de 600 mAh. es muy pobre para alimentar 30 bombillas, se la cambie por una mia ( tipo AA) de 1900 mAh., ahora si tiene luz toda la noche, aunque es una luz bonita , cálida, pero poco intensa, , no alumbra, solo decora.  Por el precio de coste se puede adquirir, siempre y cuando se reemplace la pila de Ni-Mh por otra mas potente.","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,515,es,es,0,grande
"No tenían ni 5 horas de carga y prendieron al anochecer perfectas y lindísimas , el tamaño ideal y la cantidad justo la que necesitaba .","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,136,es,es,0,mediana
Estas son luces de cuerda para exteriores muy bonitas. Las mezclé con vegetación y se veían mágicas. Parece que las ardillas de mi jardín pensaron que podrían ser sabrosas y mordieron los cables para recoger las bolas.,"        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,213,en,es,0,mediana
"Estos son geniales, compré un juego y al día siguiente decidí que necesitaba otro juego más para extender la longitud del pasamanos del deck. Luego decidí que necesitaba un tercer juego para completar el efecto, pero el precio había subido mucho durante la semana así que no compré otro. ¡Ojalá pudieras confiar más en los precios de Amazon! De todos modos, las luces son muy bonitas, todavía están encendidas cuando me levanto a las 5 am, incluso en el solsticio de verano.","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,414,en,es,0,grande
"Mi patio estaba decorado agradablemente, sin embargo, desde que puse estas luces ha añadido una bonita atmósfera que nos anima a quedarnos un poco más afuera por la noche. ¡Hemos recibido muchos cumplidos de nuestros amigos!","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,188,en,es,0,mediana
"Como fondo para nuestra pequeña zona de asientos en el jardín, es un sueño. Ya la tengo desde hace 2 años. Cada bombilla sigue iluminando. ¡Me alegra cada noche!","        Guirnaldas Luces Exterior Solar, OxyLED 6.5M 30 LED Cadena de Luces Solares Led Exterior Jardin 8Modos IP65 Luces Solares Exterior para Jardín Terraza Patio Balcones Fiesta Boda (Blanco Cálido)       ",Iluminación,150,de,es,0,mediana
"Las hemos colocado en la terraza. Emiten una bonita luz cálida. Se encienden automáticamente cuando cae la tarde y oscurece. De momento la carga solar funciona muy bien y es duradera .Único inconveniente : complicado colocarlas extendidas. Los cables son muy finos y se enredan ,por lo que hay que tener paciencia o bien colocarlas sin pretender que queden alineadas por completo.A pesar de ello y por ese precio quedan muy chulas ,no se puede pedir mas.","        【2 Packs】Luces Solares LED Exterior Jardín, 17M 150LED Guirnaldas Luces Exterior Solar, 8 Modos de Luz a Prueba de Agua Cadena de Luces LED Solares Jardín para Interior/Jardín/Fiesta/Festivales/Árbol       ",Iluminación,454,es,es,0,grande
Cuesta bastante colocarlas porque son muy finas (un alambre muy fino) y se lian con facilidad. Pero una vez colocadas son preciosas. Es una luz ambiente maravillosa. No dan luz muy potente pero aún así es precioso,"        【2 Packs】Luces Solares LED Exterior Jardín, 17M 150LED Guirnaldas Luces Exterior Solar, 8 Modos de Luz a Prueba de Agua Cadena de Luces LED Solares Jardín para Interior/Jardín/Fiesta/Festivales/Árbol       ",Iluminación,213,es,es,0,mediana
"Se cargan bien en una terraza y quedan bonitas, sin necesidad de andar buscando un enchufe cerca o cargar la batería por USB. La luz es de ambiente, con lo que no esperes una intensidad alta. Además, buena parte de la noche. Como puntos negativos hay q tener cuidado al desenrollarlo porque se enreda en un segundo, por otra parte la intensidad, como digo, es de ambiente con lo que puede defraudar a los que buscaran la iluminación de las clásicas de pilas.","        【2 Packs】Luces Solares LED Exterior Jardín, 17M 150LED Guirnaldas Luces Exterior Solar, 8 Modos de Luz a Prueba de Agua Cadena de Luces LED Solares Jardín para Interior/Jardín/Fiesta/Festivales/Árbol       ",Iluminación,458,es,es,0,grande
Las luces muy bien con cuidado se enredan muy fácil al ser alambre..,"        【2 Packs】Luces Solares LED Exterior Jardín, 17M 150LED Guirnaldas Luces Exterior Solar, 8 Modos de Luz a Prueba de Agua Cadena de Luces LED Solares Jardín para Interior/Jardín/Fiesta/Festivales/Árbol       ",Iluminación,68,es,es,0,pequeña
"Las luces están bien,  hacen su función ya que iluminan durante bastante tiempo,  lo malo es que se enredan muchísimo, no hay quien las logre estirar por completo para colocarlas donde se quiere.","        【2 Packs】Luces Solares LED Exterior Jardín, 17M 150LED Guirnaldas Luces Exterior Solar, 8 Modos de Luz a Prueba de Agua Cadena de Luces LED Solares Jardín para Interior/Jardín/Fiesta/Festivales/Árbol       ",Iluminación,195,es,es,0,mediana
