reseñas_humanas,nombre_producto,categoria_producto,longitud,idioma,idioma_original
"Cumple con lo que se espera. Puede estar toda la noche encendido sin llegar a agotar su batería.La luz, fijada al máximo, es suficiente para iluminar un rincón de un patio de forma agradable","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,190,es,es
"¡Hola! ""Muito bom"" en portugués significa ""Muy bien"" en español. ¿En qué otro idioma necesitas ayuda para traducir?","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,9,pt,pt
"Instalada inmediatamente en el jardín y a pesar de las muchas lluvias funciona muy bien. Durante el día se carga con la luz y por la noche son espectaculares. Duran mucho tiempo, aunque no estoy seguro exactamente de cuánto tiempo, ya que me voy a dormir y aún están encendidas. Las he colocado alrededor de las 3 plantas que tengo en el jardín y debajo he puesto la hamaca. ¡Se ha convertido en mi lugar favorito!","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,354,it,it
"La cadena de luces me convenció de inmediato. Ya he probado varias cuando buscaba una cadena brillante con energía solar. Esta es perfecta. Las bombillas brillan bastante intensamente. Proporcionan la iluminación perfecta en cada noche de parrillada sin que se necesite una iluminación adicional. Incluso con lluvia, la función se mantiene completa. El panel solar es lo suficientemente grande como para cargar la batería, permitiéndole durar toda la noche.","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,420,de,de
"En la terraza era difícil prolongar las noches. La elección era simple, oscuridad absoluta o la luz halógena que deslumbra. Me encantó esta opción que proporciona una iluminación más que suficiente al anochecer y que es realmente agradable en su apariencia.

LO MEJOR:
- ¡El precio! Ya es un gran logro, sobre todo en comparación.
- El aspecto. Realmente me gusta el estilo de esta guirnalda al anochecer.
- La facilidad de instalación.
- La longitud disponible.
- El mando a distancia muy práctico.
- El calor de la iluminación, muy agradable y agradable.
- Silencioso, por supuesto, pero mi producto anterior de este tipo era sorprendentemente ruidoso (un zumbido persistente e incesante).
- ¡Las pilas incluidas!
- También se incluyen 2 bombillas de repuesto.

LO PEOR:
- En mi opinión, no tengo nada malo que decir al respecto; estoy encantado con mi compra.

No dudes en preguntar si tienes alguna duda y necesitas una opinión honesta y objetiva. Cuídate.","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,913,fr,fr
"A plena potencia emiten una luz cálida agradable, no muy intensa, pero suficiente para crear un poco de ambiente para cenas de verano al aire libre. El control remoto incluido es cómodo y completo (con pilas incluidas). Personalmente, encontré muy útil poder ampliar la serie conectando otras luces al conector correspondiente, de esta manera puedo utilizar el mismo adaptador (aquí con enchufe Schuko) y control remoto para ambas. También se incluye una bombilla de repuesto. En general, la calidad no está mal, el precio actual de alrededor de 20€ es quizás un poco alto, mejor si se compran con descuento.","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,613,it,it
"Compré para instalar alrededor de mi pérgola bioclimática. El resultado es genial, me gusta mucho. Los diferentes modos permiten ajustar la iluminación según la ocasión. Fácil instalación. Parece ser sólido. Lo recomiendo si buscas crear un ambiente agradable en tu jardín.","        FUKOOLE Guirnaldas de Luces Exterior Solar, 50ft con 25+1 G40 LED Bulbos, IP65 Impermeable, Carga USB o Solar, 8 Modos, Guirnaldas Luminosas Exterior y Interior Deco para Jardín, Patio, Fiesta,Terraza       ",Los más vendidos en Iluminación,292,fr,fr
"Cuando estas en tu cuarto y te das cuenta que te hace falta más luz de cerca porque la que tienes no te es suficiente , entonces empiezas a buscar por amazón encontrando éste flexo de luz led.En precio y calidad está genial los materiales son de plásticos y cromados, tienes distintos tonos de luz siendo  genial porque para estudiar la vista te lo agradece, tiene también un temporizador de tiempo de 30 y 60 minutos, y también viene con un regulador de intensidad de luz .En la parte trasera del flexo tiene la entrada de corriente tipo micro-USB y otra USB en la cual mientras está conectado a la corriente eléctrica podrás cargar tu teléfono u otro aparato.El flexo viene con un cable bastante largo para la corriente pero falta cargador así que con cualquier cargador de teléfono móvil podrás usarlo para el flexo.Después de probar el producto y estudiar con él es de lo mejor que he probado la luz es genial, cómodo y muy práctico , el precio está muy contenido y la calidad es bastante aceptable.Recomendando el producto 100% sin ninguna duda.La compra de éste producto bajo mi opinión y calidad precio está bastante bien conseguido, sin tener que gastarse una gran cantidad de dinero en marcas, ya que el producto realiza sus funciones perfectamente.Si tienes pregunto por el producto no dudéis en preguntar y os contestaré.","        SLATOR Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)       ",Los más vendidos en Iluminación,1332,es,es
"Llevo un año y medio con ella y me encanta.Alumbra muchísimo y tiene diferentes tonalidades, de cálida a fría; y es regulable.Se pliega muy fácil para transportarla. Me parece buenísima opción por el precio q tiene así q voy a repetir porque necesito otra.","        SLATOR Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)       ",Los más vendidos en Iluminación,256,es,es
"Adquirí este modelo para sustituir otra lámpara de escritorio de similares funcionalidades. El producto llegó a tiempo y tiene buen aspecto: Permite seleccionar entre varios tipos de luz, desde la más cálida hasta la luz día, mediante la pulsación de un botón en la base del dispositivo. También permite ajustar la intensidad luminosa mediante otro botón con hasta 10 niveles de potencia luminosa y dispone de un temporizador que apaga de forma automática.El aspecto es moderno pero a mi juicio poco versátil. Me explico: permite ajustar la altura del foco y su ángulo con la horizontal pero poco ergonómico pues no permite el ajuste de la orientación lateral del foco salvo que muevas la base. También resulta un poco pobre, en algunas ocasiones, la intensidad del flujo luminoso.","        SLATOR Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)       ",Los más vendidos en Iluminación,781,es,es
"Lampara de escritorio fina, pesa poco, ocupa poco, es plegable, la iluminación es regulable y los botones son táctiles y parecen de buena calidad.Una compra recomendada","        SLATOR Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)       ",Los más vendidos en Iluminación,168,es,es
"De las múltiples opciones de lampara de escritorio disponibles me decanté por este modelo y estamos satisfechos.La luz es regulable a nivel de color y de intensidad deslizando el dedo. A potencia máxima la luz es suficiente y al mínimo genera un ambiente agradable. Es compacta y si no se usa ocupa poco espacio.  El plus que tiene respecto a otras es que tiene un temporizador  de 30/ 60 minutos ideal para leer antes de dormir. También positivo que apagada no tiene ninguna Luz en los botones como otras. Para conectar a la red se ha de utilizar un cargador de un móvil. Alguien lo puede hacer de ver cómo un problema, pero siempre hay alguno viejo sin usar y esto le da una segunda vida. Además se pu de conectar al puerto USB de un pc y también funciona. Os la recomiendo","        SLATOR Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)       ",Los más vendidos en Iluminación,775,es,es
"Mi reseña va a ser corta.Me ha gustado tanto que voy a pedir otro esta semana, y voy a regalar al menos uno para cada casa de mis hijos, se acabó el andar buscando el cargador para cargar el móvil por las noches, lo cargas en la lámpara de la mesita de noche.Vale, no voy a ser tan corta, acabo de caer en otras dos funciones que me han encantado, una es la versatilidad de colocación -gira la base 360 grados, y puedes luego girar la parte superior, es como tener un flexo 'de goma', se adapta al punto que quieras, pero con base sólida, cosa uqe no me he pasado en otros que he buscado también versátiles.Otra, la posibilidad de elegir el nivel de luz.No es lo mismo necesitar una luz para estar haciendo costura o manualidades, mi caso, a querer tener una luz para estar leyendo o con móviles o tablets, el caso de otros familiares, que les molesta una luz intensa. Con esto se puede elegir sólo moviendo un dedo dos segundos, super cómodo.De hecho, y ya que me estoy alargando, añado qeu sin conocer a la empresa -la elegí por precio más barato y mejores valoraciones-... me tienen como cliente fijo, iré comprando para regalar como he dicho, pero también estaré atenta a sus productos para el resto de la iluminación de la casa, que la estoy cambiando a bajo consumo y moderno.","        SLATOR Lámpara Escritorio LED, Flexo de Escritorio (Cuidado Ocular, Puerto USB, 5 Modos,10 Niveles de Brillo,Temporizador de 30/60min, Función de Memoria)       ",Los más vendidos en Iluminación,1282,es,es
Buena calidad y chulas.,"        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,23,es,es
"Sencillo de instalar, adhesivo correcto y trae mando con muchas funciones. Tiene varias intensidades de luz y variedad en el modo en que se muestran; parpadeo, fija, cambio en la luminosidad...El precio es el más económico que he visto comparado con productos de la misma calidad, que por cierto, de momento es completa.","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,320,es,es
"Bueno , bonito y baratoFunciona perfectamente y da calidez y ambiente a la sala","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,79,es,es
"Destacó sobre todo que es muy fácil de instalar el adhesivo es bastante fuerte y ayuda,la app que tiene es práctica y sencilla,el mando incluido muy versátil y con muchas funciones,la luminosidad es un poco pobre sobre todo en el rojo, pero por el precio que tiene me parece un regalo si no eres muy exigente es una buena opción calidad precio","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,343,es,es
"Una tira de 2 metros sin mas. Los leds estan bastante separados, por lo que se aprecian mucho los puntos de luz. El modulo bluetooth va genial, eso si, y con la app tienes un monton de funciones, incluso que la luz varie a ritmo de la musica, que cambie de color segun lo que enfocas con la camara, etc. En ese aspecto me ha sorprendido mucho, porque funciona muy bien.El mando que trae tambien va bien, hace lo que se supone que debe hacer y tiene un buen alcance.La luz blanca no es blanca, es azul celeste, eso hay que tenerlo en cuenta depende que quieras hacer. Los leds de esta tira no pueden reproducir el color blanco.En resumen, que para el precio que tiene no se puede pedir mas. Solo con la funcion bluetooth ya está mas que justificado el precio.","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,758,es,es
Cumple su función a un precio aceptable,"        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,39,es,es
"Fácil de instalar , buen luz . Cumple su funcion","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,48,es,es
Se ve bien pero tiene poca luminosidad aunque cumple su función,"        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,63,es,es
Las luces funcionan tal como se describe y estoy muy contento con el producto.,"        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,66,en,en
"Estos son geniales, hay un montón de colores y patrones para elegir, y funcionan sin problemas. Mucho más baratos que la competencia. La calidad de construcción no es la mejor, pero están detrás de un monitor, así que no importa.","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,203,en,en
Muy fácil de instalar. Excelente control remoto para cambiar fácilmente la configuración. Excelente relación calidad-precio. Gran variedad de colores y muy luminoso.,"        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,144,en,en
Gran producto.,"        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,15,it,it
"Creo que la calidad de los LED es muy baja, incluso los comparé con otra marca. El control remoto es bastante intuitivo, pero no logro conseguir el LED blanco frío, que es el que más necesitaba.","        FUPT Tira LED TV, 5M Luces LED HabitacióN, RetroiluminacióN De TV RGB 5050 LED USB Con AplicacióN Y Control Remoto Para TV De 40-55 Pulgadas, Cine En Casa, Cocina, Dormitorio, Sala De Estar       ",Los más vendidos en Iluminación,214,it,it
"Me acaban de llegar, son linternas sencillas pero está bien que tengan esto del zoom, por si quieres concentrar la luz en un punto más pequeño. Yo las he comprado para un viaje largo que haré con mi pareja, haremos excursiones y estaremos de aquí para allá, y pensé que no estaría de más tener unas linternas como estás por si acaso. Alumbran bien, son pequeñas y manejables y por 11€ las dos creo que es un muy buen precio, además que vienen con las pilas incluidas.Recomiendo su compra. No sé si en Decathlon o en otras tiendas hay a mejor precio, pero a 5'5€ la linterna no está nada mal.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,591,es,es
Funciona perfectamente y da una luz muy buena,"        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,45,es,es
Es pequeña perfecta para mi hija cuando va de campamento. Da bastante luz y el zoom muy manejable.,"        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,98,es,es
"Son prácticas, ligeras, de un material muy agradable que no se desliza  y hacen bastante luz.Relación calidad precio excelente.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,127,es,es
"Las compré una para la guardería ( taller de luces ) y otra para casa . Mi hijo de 20 meses la maneja muy bien y alumbra mucho , las recomiendo sin duda","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,152,es,es
Estas lunternas son muy buena. Compacto pero con luz muy fuerte. Recommendado .,"        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,79,es,es
"Pequeño, ergonómico, ligero y potente, que más pedir?Además tienen un regulador del foco, más ancho o más precioso. Lo uso a menudo.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,132,es,es
"Muy buena ilustración, todo ok, excepto que se desmonta muy fácil la parte superior","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,83,es,es
Linterna sencilla de usar con una buena luz adecuada para varios usos y que incluye pilas.,"        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,92,it,it
"Nuestros hijos han estado pidiendo linternas desde hace un tiempo. Como la calidad de las linternas para niños generalmente no me convence, he pedido estas dos aquí. Son de alta calidad, fáciles de usar, resistentes, emiten buena luz y por lo tanto son perfectas para nuestras necesidades. Las hemos estado usando durante unos meses y todavía estamos satisfechos con nuestra decisión de compra.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,416,de,de
"Brilla súper brillante, fácil de usar y cabe en cualquier bolsillo.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,64,de,de
"He tomado esta lámpara para mi hijo, quien tiene casi 3 años, ya que tiene miedo a la oscuridad. Además de su luz de noche, tiene esta lámpara para iluminar los lugares de su habitación que le dan miedo. ¡Le encanta! Es pequeña y fácil de encender para él. ¡Ilumina muy bien y se puede agrandar o reducir el haz de luz! ¡La recomiendo! Y cuando enciende la luz, también se ilumina el borde verde.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,392,fr,fr
"No sirve para NADA, una NUNCA funcionó, la segunda funcionó durante dos horas y luego dejó de funcionar. No la devolví debido a su poco valor, no quería perder mi tiempo, pero no deberían vender este tipo de artículo. Más que decepcionado.","        ABSINA 2x mini linterna LED con batería - Linterna niños con 60 lúmenes & 110m de alcance - Linterna infantil para niños y niñas, foco ajustable, incluye batería - Linternas pequeñas       ",Los más vendidos en Iluminación,243,fr,fr
"Necesitaba un ventilador para una habitación pequeña y este es  un ventilador idóneo  ya que sus aspas no son nada grandes, es fácil de montar,.no pesa nada y va de maravilla hasta ahora, tiene muy buena potencia y no hace nada de ruido.La luz alumbra muy bien en un tono blanco y el mando a distancia es muy práctico ya que no tienes que levantarte ni a encender o apagar la luz ni el ventilador.Tiene tres niveles de aire según quieras menos o más frío.","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,455,es,es
"Hemos comprado este pequeño ventilador para una habitación pequeña (la del peque), en la que uno de los otros más grandes se vería demasiado desproporcionado. Este ventilador de Airwit mide solo 52cm de punta a punta de aspas y para nosotros es práctico. Tiene una tulipa de un material aparentemente duradero, incluye un pequeño mando a distancia y tiene tres velocidades ajustables para que puedas ponerlo más o menos potente según tus preferencias.👍 Puntos Fuertes:1. Diseño estético: tiene seis pequeñas aspas para una distribución uniforme del aire, mientras que la luz incorporada es suave (40W).2. Silencioso: apenas hace ruido, por lo que se puede usar durante la noche mientras se duerme.3. Mando a distancia: básico, sencillo y permite controlar el ventilador y la luz, que por cierto pueden funcionar por separado. Se puede programar para que se apague solo, esto es en mi opinión muy cómodo porque así no tienes que apagarlo de madrugada por ejemplo.4. Fácil instalación: viene con casquillo de E27, lo que conocemos normalmente por rosca gorda, y sólo hay que enroscarlo y listo. Muy fácil de colocar.Como sugerencia de mejora, comentar que la clasificación energética es E, con lo que sería deseable que este aspecto se mejorara. Nada más, un saludo.","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,1264,es,es
"En mi casa tengo un cuarto pequeñito donde hago ejercicio y es bastante sofocante después de un rato entrenando. Por eso, pensé en ponerle un ventilador pequeño que ventilase un poco y la verdad es que no podría haber hecho mejor compra.Desde que lo instalé estoy muy contento y se nota desde el primer momento, ya no es tan sofocante entrenar y la ventilación ha mejorado bastante. Además, con las 3 velocidades ajustables puedo controlar la intensidad del ventilador según lo necesite.La luz LED integrada es muy práctica y suficiente para iluminación del cuarto. El mando a distancia es una característica increíblemente conveniente, permitiéndome controlar el ventilador y la luz de forma sencilla.El diseño compacto y moderno del ventilador se adapta perfectamente a la decoración del cuarto y ocupa poco espacio. Aunque tiene una clasificación de eficiencia energética E, considero que este ventilador de techo ofrece una excelente relación calidad-precio dada su funcionalidad y rendimiento.Sin duda alguna, es una compra que recomiendo como una solución económica y sin instalaciones.","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,1092,es,es
El producto llegó así directamente sin protección ni nada. Y más tarde de lo que ponía. Mal producto y mal vendedor hace bastante ruido y poco aire. No merece la pena para el precio que tiene. Un ventilador de pie normal hace más aire y menos ruido,"        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,248,es,es
"De tamaño pequeño, pero con potencia, ideal para habitaciones. Muy facil la instalacion, solo hay que enrroscarlo en el casquillo de una bombilla, sin taladros ni nada, le pones las pilas al mando y a funcionar. Tiene varias velocidades, y a la luz puedes cambiarle ta tonalidad y el brillo. Enciendes y apagas todo desde el mando, sin tocar el interructor de la pared. Una maravilla vamos.","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,390,es,es
"Me ha sorprendido, alumbra el salón entero sin ningún problema, además puedes variar entra luz blanca y amarilla tanto color como intensidad. También puedes modificar la velocidad del ventilador que para verano vendrá muy bien. Las aspas vienen desmontadas pero son fáciles de montar y desmontar. Muy buena calidad y ademas es bonita .","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,335,es,es
Esta bastante bien Pere esperaba algo mejor hace algo de ruido y su tamaño es muy pequeño por el precio esperaba algo mejor,"        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,123,es,es
"Está bien ,fácil de montar y no hace ruido ,la luz que trae ilumina bastante bien y en cuanto a aire si da bastante en la tercera posición,es más  para una habitación pequeña .","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,176,es,es
"El ventilador de techo Airwit es fantástico! Con una lámpara LED E27 de 40W dimmable con control remoto silencioso, es ideal para dormitorios y habitaciones infantiles. Las tres velocidades ofrecen una refrigeración flexible. La iluminación es brillante y agradable. Fácil de instalar y tiene un aspecto elegante. ¡Muy satisfecho y completamente recomendable!","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,331,de,de
"Ventilador realmente eficiente, muy ligero y pequeño, ideal para habitaciones pequeñas, muy fácil de instalar (solo se atornilla como una bombilla), luz ajustable en potencia y color (blanco cálido y blanco frío), en su máxima potencia la luz es muy intensa. La velocidad del ventilador también es muy buena, ajustable en tres niveles de potencia y es muy silencioso. El control remoto es muy efectivo. Este pequeño ventilador es realmente perfecto.","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,429,fr,fr
Funciona perfectamente. El montaje fue muy sencillo y rápido. El ventilador es silencioso y la luz es lo suficientemente brillante para una habitación de 20m².,"        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,144,de,de
"Funciona muy bien.Envío: rápido y precisoMontaje: simple, solo hay que seguir el esquema eléctrico adjunto.Funciones: puedes separar el ventilador y la luz (o mantenerlos juntos) con dos interruptores.Económico y eficaz con una ventilación no molesta.El ruido es prácticamente inexistente. Buen producto.","        Airwit 52cm Silencioso Ventilador de Techo con Luz LED y Mando, 40W Lampara Ventilador Techo con Casquillo E27, Pequeño Ventilador Techo Luz Regulable para Dormitorio, 6 Aspas, 3 Velocidades       ",Los más vendidos en Iluminación,299,it,it
En un principio todo bien montado en una habitación de unos 10 metros cuadrados y buena iluminación y con el mando súper como aver. El resultado con el paso del tiempo. Todo un acierto con el cupón descuento no a llegado a 17 euros,"        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,231,es,es
"Lo he instalado en una habitación mediana, e ilumina estupendamente, siendo lo mejor de la lámpara que es ajustable tanto el brillo como la calidez/frío de la luz que emite. Su instalación es sencilla. Pesa poco, al ser materiales plásticos, si bien desde lejos el acabado es bueno.","        OUILA Plafon LED Techo Regulable, 24W 2000LM Lampara Techo con Mando a Distancia, IP44 Ø28cm Lampara LED Techo Plafones para Techo Led para Dormitorio Cocina Salon Baño Comedor Pasillo       ",Los más vendidos en Iluminación,282,es,es
